City_ID,City,City latitude,City longitude,Max temperature,Humidity,Cloud coverage,Wind speed,City country,City datetime
272,Krutaya Gorka,55.3649,73.2231,64.08,96,87,9.04,RU,1659310499
273,Palana,59.1167,159.9667,54.84,67,26,5.39,RU,1659310499
274,Norwich,52.6278,1.2983,63.36,88,75,5.75,GB,1659310500
275,Dunedin,-45.8742,170.5036,48.13,60,4,3.65,NZ,1659310228
276,Lompoc,34.6391,-120.4579,76.93,69,0,12.66,US,1659310500
277,Buala,-8.145,159.5921,85.03,70,14,12.37,SB,1659310501
278,Puerto Colombia,10.9878,-74.9547,86.09,84,24,22.41,CO,1659310282
279,Lubango,-14.9172,13.4925,49.89,69,11,4.34,AO,1659310501
280,Tiarei,-17.5333,-149.3333,82.42,72,46,25.21,PF,1659310502
281,Balyqshy,47.0667,51.8667,75.2,50,0,6.71,KZ,1659310502
282,Saint-Augustin,51.226,-58.6502,68.02,61,86,8.93,CA,1659310502
283,Fort-Shevchenko,44.5086,50.263,80.01,62,1,11.03,KZ,1659310503
284,Durango,24.8333,-104.8333,78.67,29,80,12.5,MX,1659310366
285,Carnarvon,-24.8667,113.6333,69.76,65,100,11.54,AU,1659310503
286,Luga,58.7372,29.8453,56.93,73,100,3.6,RU,1659310504
287,Hualmay,-11.0964,-77.6139,61.9,81,18,10.13,PE,1659310504
288,Khāsh,28.2211,61.2158,76.95,64,83,2.21,IR,1659310505
289,Necochea,-38.5473,-58.7368,50.99,79,70,7.29,AR,1659310505
290,Kumasi,6.6885,-1.6244,68.79,95,100,6.22,GH,1659310493
291,Krasnosel'kup,65.7,82.4667,46.38,71,5,21.81,RU,1659310506
292,Bilibino,68.0546,166.4372,63.88,42,67,5.53,RU,1659310506
293,Mission,26.2159,-98.3253,93.04,56,0,17.27,US,1659310285
294,Labuhan,-6.8844,112.2051,76.28,82,94,5.39,ID,1659310507
295,Suamico,44.6319,-88.0393,81.37,55,9,14.36,US,1659310507
296,Samarai,-10.6167,150.6667,80.78,80,61,11.45,PG,1659310507
297,Laguna,38.421,-121.4238,91.02,46,0,8.05,US,1659310508
298,Linxia Chengguanzhen,35.6003,103.2064,66.42,80,100,2.68,CN,1659310508
299,Kununurra,-15.7667,128.7333,60.78,59,94,0.0,AU,1659310509
300,Coyhaique,-45.5752,-72.0662,38.01,70,100,6.91,CL,1659310393
301,Ati,13.2154,18.3353,82.35,64,92,5.41,TD,1659310569
302,San Sebastián Villanueva,19.05,-97.7167,61.41,75,91,4.61,MX,1659310569
303,Vestmanna,62.1564,-7.1664,47.68,88,48,14.0,FO,1659310570
304,Northam,51.0333,-4.2167,59.4,95,18,3.27,GB,1659310570
305,Codrington,-38.2667,141.9667,49.84,89,31,17.74,AU,1659310571
306,Neuquén,-38.9516,-68.0591,51.69,66,0,0.0,AR,1659310571
307,Cayenne,4.9333,-52.3333,83.08,1,20,0.0,GF,1659310571
308,Beloha,-25.1667,45.05,64.0,93,5,3.22,MG,1659310572
309,Vallenar,-28.5708,-70.7581,63.82,55,30,2.06,CL,1659310572
310,Bud,39.447,-86.1758,80.91,64,7,1.23,US,1659310573
311,Muli,2.9167,73.5667,80.98,74,100,25.75,MV,1659310573
312,Salalah,17.0151,54.0924,77.09,88,75,9.22,OM,1659310573
313,Saint George,37.1041,-113.5841,89.44,49,20,12.66,US,1659310574
314,Menongue,-14.6585,17.691,54.23,38,4,0.56,AO,1659310574
315,Moose Factory,51.2585,-80.6094,57.2,94,100,8.05,CA,1659310575
316,Rizhao,35.4275,119.4553,80.53,83,4,7.52,CN,1659310575
317,Provideniya,64.3833,-173.3,46.51,76,0,8.95,RU,1659310575
318,Khorixas,-20.3667,14.9667,42.24,94,3,1.79,NA,1659310576
319,Kysyl-Syr,63.8986,122.7617,67.42,91,100,4.14,RU,1659310576
320,Capaci,38.1711,13.2393,82.26,58,0,2.3,IT,1659310576
321,Edd,13.9297,41.6925,91.69,56,84,3.24,ER,1659310577
322,Lüderitz,-26.6481,15.1594,58.23,51,0,7.99,NA,1659310577
323,Talnakh,69.4865,88.3972,45.21,64,16,16.8,RU,1659310578
324,Katsuura,35.1333,140.3,85.86,73,79,6.35,JP,1659310578
325,Agarak,39.2068,46.5446,66.25,67,7,4.38,AM,1659310578
326,Koryukivka,51.7688,32.2481,61.05,72,77,8.79,UA,1659310579
327,Presidente Médici,-11.1753,-61.9014,79.5,36,11,1.95,BR,1659310579
328,Yerbogachën,61.2767,108.0108,69.76,73,18,1.57,RU,1659310580
329,Rawson,-43.3002,-65.1023,47.34,75,98,8.63,AR,1659310580
330,Harper,4.375,-7.7169,75.09,80,100,12.82,LR,1659310580
331,Gwadar,25.1216,62.3254,81.39,86,87,8.08,PK,1659310581
332,Castlerea,53.7667,-8.5,47.95,77,96,1.54,IE,1659310581
333,Beringovskiy,63.05,179.3167,50.4,62,94,4.97,RU,1659310582
334,Yar-Sale,66.8333,70.8333,48.58,75,13,6.11,RU,1659310582
335,Luganville,-15.5333,167.1667,80.71,79,48,11.88,VU,1659310582
336,Shache,38.4167,77.2406,74.71,32,99,16.46,CN,1659310583
337,Karaton,-6.3424,106.1045,73.51,87,56,2.17,ID,1659310583
338,Chernyshevskiy,63.0128,112.4714,69.69,68,22,4.72,RU,1659310584
339,Egvekinot,66.3167,-179.1667,54.27,49,37,4.9,RU,1659310584
340,Taltal,-25.4,-70.4833,59.54,80,24,1.9,CL,1659310584
341,Kathmandu,27.7167,85.3167,70.02,94,75,0.0,NP,1659310438
342,Şabrātah,32.7933,12.4885,81.55,63,0,4.32,LY,1659310585
343,Limbang,4.75,115.0,75.31,97,100,2.57,MY,1659310585
344,Inírida,3.8653,-67.9239,74.37,97,70,2.48,CO,1659310585
345,Vao,-22.6667,167.4833,69.53,77,100,26.31,NC,1659310586
346,Quatre Cocos,-20.2078,57.7625,68.11,70,14,13.82,MU,1659310586
347,Bjerringbro,56.378,9.6607,61.75,98,100,6.2,DK,1659310586
348,‘Ewa Beach,21.3156,-158.0072,89.55,44,0,24.16,US,1659310364
349,Angoche,-16.2325,39.9086,70.65,82,5,4.18,MZ,1659310587
350,Kunri,25.1785,69.5691,81.0,82,32,18.3,PK,1659310647
351,Kutum,14.2,24.6667,68.18,78,100,13.11,SD,1659310648
352,Baoding,38.8511,115.4903,82.26,73,0,2.68,CN,1659310648
353,Loei,17.4167,101.5,70.12,92,100,1.83,TH,1659310648
354,Rocha,-34.4833,-54.3333,49.51,78,98,4.61,UY,1659310649
355,Brae,60.3964,-1.353,51.1,84,41,9.73,GB,1659310649
356,Marrakesh,31.6315,-8.0083,95.07,29,40,4.61,MA,1659310459
357,Ramsar,36.9226,50.6426,78.75,78,25,0.83,IR,1659310650
358,Santa Rosa,14.3122,121.1114,81.1,94,100,0.34,PH,1659310318
359,Singkawang,0.9,109.0,77.11,84,87,2.46,ID,1659310650
360,Thinadhoo,0.5333,72.9333,81.18,73,100,17.16,MV,1659310426
361,Acaraú,-2.8856,-40.12,78.8,82,11,14.83,BR,1659310650
362,Faanui,-16.4833,-151.75,78.64,71,11,25.37,PF,1659310651
363,Yenagoa,4.9247,6.2642,73.87,89,99,6.58,NG,1659310651
364,Lerwick,60.1545,-1.1494,53.6,83,49,9.82,GB,1659310652
365,Zhuhai,22.2769,113.5678,88.86,79,20,1.14,CN,1659310652
366,Buta,2.7858,24.73,69.28,99,88,0.4,CD,1659310652
367,Mehamn,71.0357,27.8492,55.35,94,75,3.44,NO,1659310653
368,Nuristan,35.3,70.8333,45.16,73,11,3.67,AF,1659310653
369,Kalmunai,7.4167,81.8167,78.44,85,100,5.3,LK,1659310653
370,Vredefort,-27.0081,27.3646,49.26,27,10,10.11,ZA,1659310654
371,Şuici,45.25,24.5333,62.31,72,90,4.03,RO,1659310654
372,Dourados,-22.2211,-54.8056,73.56,41,57,5.37,BR,1659310416
373,Antofagasta,-23.65,-70.4,56.48,86,59,5.61,CL,1659310578
374,Astara,38.5,48.6667,69.78,79,3,2.33,AZ,1659310655
375,Kralendijk,12.15,-68.2667,82.38,74,20,23.02,BQ,1659310655
376,Savannah Bight,16.45,-85.85,83.01,80,82,18.77,HN,1659310655
377,Mount Gambier,-37.8333,140.7667,51.33,87,50,13.2,AU,1659310656
378,Road Town,18.4167,-64.6167,84.29,89,40,6.91,VG,1659310404
379,Tabuleiro do Norte,-5.2467,-38.1306,73.78,91,63,7.7,BR,1659310656
380,Zima,53.9202,102.0442,65.3,80,51,3.96,RU,1659310657
381,Clyde River,70.4692,-68.5914,37.63,93,100,5.75,CA,1659310373
382,Ponta do Sol,32.6667,-17.1,72.01,79,2,2.44,PT,1659310657
383,Tanout,14.9709,8.8879,78.67,63,20,7.78,NE,1659310657
384,Panjāb,34.388,67.0233,49.5,79,0,4.9,AF,1659310658
385,Teahupoo,-17.8333,-149.2667,76.96,68,66,23.2,PF,1659310658
386,Tarancón,40.0085,-3.0073,74.84,60,2,16.62,ES,1659310658
387,Ola,59.5833,151.2833,57.15,80,97,8.7,RU,1659310659
388,Petatlán,17.5167,-101.2667,87.6,76,59,4.65,MX,1659310659
389,Nikolayevka,53.1257,47.2041,61.34,76,24,5.57,RU,1659310659
390,Isangel,-19.55,169.2667,78.91,78,40,8.05,VU,1659310660
391,Bull Savanna,17.8868,-77.5902,81.28,68,4,14.07,JM,1659310660
392,Vila Franca do Campo,37.7167,-25.4333,72.01,83,65,4.29,PT,1659310661
393,Vardø,70.3705,31.1107,51.78,93,100,2.3,NO,1659310533
394,Gemena,3.25,19.7667,68.77,94,90,0.02,CD,1659310661
395,Kudahuvadhoo,2.6708,72.8944,80.83,73,100,22.95,MV,1659310661
396,Awjilah,29.1081,21.2869,80.19,63,0,15.3,LY,1659310662
397,Bubaque,11.2833,-15.8333,79.39,77,98,15.3,GW,1659310662
398,Karapyshi,49.6424,30.79,65.17,63,97,7.76,UA,1659310662
399,Zhengjiatun,43.5064,123.5064,79.92,82,4,9.55,CN,1659310663
400,Tupã,-21.9347,-50.5136,66.61,40,1,6.31,BR,1659310663
401,Eureka,40.8021,-124.1637,79.66,80,96,3.0,US,1659310724
402,Broken Hill,-31.95,141.4333,50.99,57,0,7.25,AU,1659310724
403,Ambilobe,-13.2,49.05,62.98,84,2,3.69,MG,1659310724
404,Souillac,-20.5167,57.5167,68.38,83,40,9.22,MU,1659310725
405,Faya,18.3851,42.4509,68.11,62,80,8.21,SA,1659310725
406,Waitati,-45.75,170.5667,48.74,59,3,3.83,NZ,1659310464
407,Yalí,6.6746,-74.8343,65.08,96,83,3.11,CO,1659310726
408,Chicama,-7.8447,-79.1469,61.34,81,24,6.71,PE,1659310726
409,Naze,28.3667,129.4833,81.52,84,100,21.25,JP,1659310726
410,Nola,40.922,14.5329,82.81,54,0,5.53,IT,1659310727
411,Caarapó,-22.6342,-54.8222,70.61,45,36,5.1,BR,1659310727
412,Vologda,59.2187,39.8886,52.45,80,31,4.7,RU,1659310727
413,Velasco Ibarra,-1.05,-79.6167,78.4,71,52,4.85,EC,1659310728
414,Ngunguru,-35.6167,174.5,58.03,51,2,8.66,NZ,1659310728
415,Bang Len,14.0219,100.1718,81.99,87,96,4.07,TH,1659310729
416,Oussouye,12.485,-16.5469,80.69,89,100,8.23,SN,1659310729
417,Dhemāji,27.4833,94.5833,76.15,95,98,3.51,IN,1659310729
418,Qasigiannguit,68.8193,-51.1922,59.25,95,61,3.89,GL,1659310730
419,Riyadh,24.6877,46.7219,86.14,69,100,17.05,SA,1659310541
420,Poum,-20.2333,164.0167,73.08,71,65,11.7,NC,1659310730
421,Arlit,18.7369,7.3853,95.22,26,25,16.08,NE,1659310730
422,Deputatsky,69.3,139.9,69.3,64,79,3.56,RU,1659310731
423,Kasongo-Lunda,-6.4667,16.8167,71.46,45,11,2.57,CD,1659310731
424,Kharp,66.8014,65.8081,51.39,73,15,2.01,RU,1659310732
425,Shenjiamen,29.9576,122.298,83.61,81,100,8.12,CN,1659310732
426,Muros,42.7762,-9.0603,71.1,70,1,10.92,ES,1659310733
427,Serebryanyy Bor,56.8,124.8,63.68,89,100,1.95,RU,1659310733
428,Calafell,41.2,1.5683,80.85,84,34,4.29,ES,1659310733
429,Wonthaggi,-38.6044,145.5913,50.83,71,66,19.53,AU,1659310734
430,Amapá,1.0,-52.0,72.5,97,88,2.3,BR,1659310734
431,Emba,48.8264,58.1442,72.99,47,64,5.08,KZ,1659310734
432,Lac du Bonnet,50.2536,-96.0612,59.22,83,98,10.38,CA,1659310735
433,Ukiah,39.1502,-123.2078,98.65,47,0,6.91,US,1659310735
434,Namwala,-15.7504,26.4384,57.65,38,2,4.79,ZM,1659310736
435,Paragominas,-2.9667,-47.4833,73.89,93,100,4.21,BR,1659310736
436,Lamu,-2.2717,40.902,76.17,71,73,18.66,KE,1659310736
437,Kloulklubed,7.0419,134.2556,73.9,76,100,6.85,PW,1659310737
438,Talcahuano,-36.7167,-73.1167,51.48,66,40,4.61,CL,1659310737
439,High Prairie,55.4334,-116.4858,73.26,55,88,8.14,CA,1659310737
440,Salym,60.0625,71.4789,52.21,75,100,8.28,RU,1659310738
441,Havelock,34.8791,-76.9013,75.18,78,100,8.05,US,1659310738
442,Bilma,18.6853,12.9164,88.63,41,80,5.53,NE,1659310739
443,Yuncheng,35.0231,110.9928,81.07,71,0,6.44,CN,1659310739
444,Los Llanos de Aridane,28.6585,-17.9182,69.55,94,100,16.11,ES,1659310632
445,Pisco,-13.7,-76.2167,60.85,82,100,6.91,PE,1659310482
446,Miyako,39.6367,141.9525,78.96,79,90,3.89,JP,1659310739
447,Westport,41.1415,-73.3579,81.3,63,0,10.36,US,1659310596
448,Gwembe,-16.4975,27.6069,55.17,32,2,0.85,ZM,1659310740
449,Port Hardy,50.6996,-127.4199,71.78,68,75,11.5,CA,1659310740
450,Bogovarovo,58.9785,47.0246,52.7,95,53,4.12,RU,1659310741
451,Abu Samrah,35.3029,37.1841,74.55,60,0,7.29,SY,1659310801
452,Wattegama,6.7989,81.4808,75.09,89,100,5.99,LK,1659310801
453,Broome,42.2506,-75.833,75.58,68,0,3.44,US,1659310802
454,Mount Isa,-20.7333,139.5,67.77,32,0,8.05,AU,1659310629
455,Bāfq,31.6128,55.4107,84.31,23,0,6.58,IR,1659310802
456,Witu,-2.3889,40.4382,75.09,72,14,15.23,KE,1659310803
457,Blagoyevo,63.3667,47.9167,58.03,99,94,3.83,RU,1659310803
458,North Battleford,52.7834,-108.2847,69.89,68,100,10.36,CA,1659310804
459,Nayoro,44.3506,142.4578,74.25,71,100,2.46,JP,1659310804
460,Lauria,40.0465,15.8358,66.49,51,1,8.57,IT,1659310804
461,Tura,25.5198,90.2201,73.62,99,100,5.86,IN,1659310805
462,Alice Springs,-23.7,133.8833,53.15,54,2,6.91,AU,1659310805
463,Newport,51.5877,-2.9984,64.81,78,65,5.82,GB,1659310806
464,Hambantota,6.1241,81.1185,78.35,86,100,16.58,LK,1659310806
465,Malakal,9.5334,31.6605,71.64,95,100,3.8,SS,1659310806
466,Hammerfest,70.6634,23.6821,55.85,71,68,0.0,NO,1659310807
467,Skibbereen,51.55,-9.2667,58.1,85,100,7.81,IE,1659310807
468,Mari-Turek,56.7895,49.6235,56.75,94,13,6.46,RU,1659310807
469,Alofi,-19.0595,-169.9187,82.29,69,2,16.11,NU,1659310629
470,Karratha,-20.7377,116.8463,72.5,66,31,2.28,AU,1659310808
471,Canoa,18.355,-71.1585,83.91,84,40,13.8,DO,1659310809
472,Kandrian,-6.2167,149.55,84.67,70,70,9.6,PG,1659310809
473,Marsh Harbour,26.5412,-77.0636,83.37,71,63,11.9,BS,1659310530
474,Sauda,59.6506,6.3542,55.69,96,97,3.65,NO,1659310809
475,Miramar,25.9873,-80.2323,88.0,74,20,16.11,US,1659310810
476,Porto Santo,33.072,-16.3415,70.18,83,40,10.36,PT,1659310810
477,Inhambane,-23.865,35.3833,65.93,83,6,5.37,MZ,1659310545
478,Seoul,37.5683,126.9778,78.4,94,100,4.61,KR,1659310442
479,Killybegs,54.6333,-8.45,52.77,76,100,2.3,IE,1659310811
480,Rome,43.2128,-75.4557,75.87,82,100,1.7,US,1659310811
481,El Salvador,13.8333,-88.9167,86.04,90,63,2.51,SV,1659310812
482,Vila Velha,-20.3297,-40.2925,71.55,83,100,3.44,BR,1659310717
483,Tombouctou,20.0,-3.0,93.85,30,59,6.42,ML,1659310812
484,Basse,52.5518,9.5069,67.46,95,75,8.05,DE,1659310813
485,Kumul,42.8,93.45,83.77,27,56,5.64,CN,1659310813
486,Santiago de Cao,-7.9589,-79.2392,62.73,82,38,11.5,PE,1659310815
487,Kimbe,-5.5502,150.1429,88.18,57,73,3.91,PG,1659310815
488,Takoradze,4.8845,-1.7554,73.71,84,77,12.37,GH,1659310816
489,Sept-Îles,50.2001,-66.3821,77.0,63,75,13.8,CA,1659310817
490,Juneau,58.3019,-134.4197,62.6,99,75,4.61,US,1659310780
491,Farsala,39.2947,22.3847,78.55,53,60,1.41,GR,1659310818
492,Neryungri,56.6709,124.6491,63.68,86,100,1.63,RU,1659310818
493,Darlawn,24.0167,92.9,68.0,99,100,2.1,IN,1659310818
494,Mankono,8.0586,-6.1897,72.59,85,93,5.48,CI,1659310819
495,Honiara,-9.4333,159.95,87.87,61,13,11.05,SB,1659310819
496,Sevlievo,43.0258,25.1136,69.01,55,22,7.18,BG,1659310819
497,Chilca,-12.5211,-76.7372,60.78,83,30,7.07,PE,1659310820
498,Hirado,33.3597,129.5531,91.38,73,24,29.01,JP,1659310820
499,Mayo,38.8876,-76.5119,76.98,86,100,1.99,US,1659310542
500,Nacozari,25.3366,-108.2574,93.06,55,65,10.8,MX,1659310821
501,Antalaha,-14.9003,50.2788,66.15,91,32,5.41,MG,1659310881
502,Tabou,4.423,-7.3528,75.11,79,98,12.48,CI,1659310882
503,Camopi,3.1655,-52.3158,72.34,98,62,2.08,GF,1659310882
504,Fukuechō,32.6881,128.8419,80.96,83,75,20.71,JP,1659310882
505,Mossamedes,-15.1961,12.1522,57.11,81,11,10.78,AO,1659310883
506,Jinka,5.65,36.65,63.63,82,99,2.06,ET,1659310883
507,Ballina,-28.8667,153.5667,59.02,96,100,8.72,AU,1659310884
508,Umm Kaddadah,13.6017,26.6876,76.01,68,100,12.75,SD,1659310884
509,Namatanai,-3.6667,152.4333,84.43,69,84,9.26,PG,1659310884
510,Erenhot,43.6475,111.9767,80.82,40,66,8.1,CN,1659310885
511,Shizunai-furukawachō,42.3339,142.3669,70.02,88,100,13.24,JP,1659310731
512,Xingcheng,40.6167,120.7167,79.02,81,0,6.15,CN,1659310885
513,Manavālakurichi,8.1333,77.3,78.1,86,89,12.28,IN,1659310885
514,Yeban Norte,17.022,121.9419,78.13,90,100,1.68,PH,1659310886
515,Getahovit,40.8978,45.1392,66.15,82,68,2.62,AM,1659310886
516,Leopold,-38.1833,144.4667,51.46,69,31,16.11,AU,1659310886
517,Kamenka,51.3223,42.7678,61.74,69,89,9.19,RU,1659310887
518,Griffith,41.5284,-87.4237,84.13,58,0,12.66,US,1659310887
519,Glace Bay,46.1969,-59.957,72.05,69,75,6.91,CA,1659310805
520,Thio,-21.6167,166.2167,73.36,75,77,15.55,NC,1659310888
521,Krasnyy Kut,50.95,46.9667,67.66,71,73,10.65,RU,1659310888
522,Matagami,49.7502,-77.6328,71.71,78,100,6.91,CA,1659310888
523,Tekeli,44.83,78.8239,60.04,64,22,9.31,KZ,1659310889
524,Nabire,-3.3667,135.4833,79.07,84,98,1.59,ID,1659310889
525,Garmsār,35.2182,52.3409,86.88,24,79,8.79,IR,1659310889
526,Mombaça,-5.7431,-39.6275,73.29,77,59,2.15,BR,1659310890
527,Lovington,32.944,-103.3485,98.33,20,86,1.99,US,1659310890
528,Iskateley,67.6803,53.1512,60.94,79,84,9.71,RU,1659310890
529,Duncan,34.5023,-97.9578,102.09,32,0,16.11,US,1659310891
530,Kodār,16.9833,79.9667,80.33,84,100,3.96,IN,1659310891
531,Camacha,33.0833,-16.3333,67.42,83,40,10.36,PT,1659310863
532,Machilipatnam,16.1667,81.1333,82.69,80,99,2.3,IN,1659310892
533,Paramonga,-10.6667,-77.8333,61.97,83,20,9.73,PE,1659310892
534,San Miguel de Tucumán,-26.8241,-65.2226,53.6,66,1,3.44,AR,1659310755
535,Belmonte,-15.8631,-38.8828,72.48,84,3,6.38,BR,1659310892
536,Svetlaya,46.5389,138.3297,63.18,94,100,1.66,RU,1659310893
537,Kigoma,-4.8769,29.6267,75.15,67,38,2.44,TZ,1659310893
538,Puerto Escondido,15.85,-97.0667,88.63,58,75,8.05,MX,1659310893
539,Belaya Gora,68.5333,146.4167,77.92,35,88,12.17,RU,1659310894
540,Binga,-17.6203,27.3414,59.7,40,4,1.36,ZW,1659310894
541,Churapcha,62.0025,132.4325,79.61,46,84,11.05,RU,1659310894
542,Kalach-na-Donu,48.691,43.5264,71.44,63,29,7.65,RU,1659310895
543,Port Hueneme,34.1478,-119.1951,96.46,56,0,10.36,US,1659310895
544,Parrita,9.5201,-84.3225,79.54,87,89,3.29,CR,1659310896
545,Güicán,6.4618,-72.4113,50.58,94,99,3.8,CO,1659310896
